msm.new.ref.locus.tag,msm.locus.tag,mtb.locus.tag,mtb.gene.name,fident,alnlen,mismatch,gapopen,qstart,qend,tstart,evalue,bits
LJ00_RS01090,MSMEG_0219,Rv0182c,sigG,0.681,342,108,0,1,340,29,2.92E-150,470
LJ00_RS26605,MSMEG_5446,Rv1005c,NA,0.681,411,129,0,1,404,31,6.04E-180,560
LJ00_RS25795,MSMEG_5276,Rv1071c,echA9,0.681,342,109,0,3,344,4,1.00E-157,492
LJ00_RS32515,MSMEG_6643,Rv1129c,NA,0.681,466,148,0,2,465,14,1.16E-208,646
LJ00_RS18570,MSMEG_3780,Rv1647,NA,0.681,273,86,0,5,276,43,2.54E-120,380
LJ00_RS20525,MSMEG_4188,Rv2129c,NA,0.681,289,91,0,7,293,3,1.69E-125,396
LJ00_RS13250,MSMEG_2698,Rv2740,ephG,0.681,132,42,0,11,142,18,5.25E-56,187
LJ00_RS05180,MSMEG_1050,Rv3037c,NA,0.681,358,111,0,40,387,1,1.13E-157,494
LJ00_RS11445,MSMEG_1050,Rv3037c,NA,0.681,358,111,0,40,387,1,1.13E-157,494
LJ00_RS05180,MSMEG_2330,Rv3037c,NA,0.681,358,111,0,40,387,1,1.13E-157,494
LJ00_RS11445,MSMEG_2330,Rv3037c,NA,0.681,358,111,0,40,387,1,1.13E-157,494
LJ00_RS09480,MSMEG_1920,Rv3218,NA,0.681,319,101,0,1,319,1,2.46E-142,446
LJ00_RS08665,MSMEG_1756,Rv3297,nei,0.681,254,79,0,1,249,1,5.11E-118,372
LJ00_RS18085,MSMEG_3679,Rv3733c,NA,0.681,160,51,0,1,160,1,1.10E-73,239
LJ00_RS03365,MSMEG_0683,Rv0333,NA,0.68,122,38,0,1,120,1,4.14E-49,166
LJ00_RS24030,MSMEG_4917,Rv1324,NA,0.68,304,94,0,1,296,1,2.99E-128,404
LJ00_RS18055,MSMEG_3673,Rv1781c,malQ,0.68,713,226,0,17,722,5,0,1017
LJ00_RS35295,MSMEG_6421,Rv3840,NA,0.68,119,34,0,205,323,16,2.03E-43,163
LJ00_RS12480,MSMEG_2539,Rv0560c,NA,0.679,226,72,0,1,226,17,2.67E-95,305
LJ00_RS07565,MSMEG_1532,Rv1117,NA,0.679,106,33,0,1,105,1,3.94E-42,145
LJ00_RS15895,MSMEG_3232,Rv1622c,cydB,0.679,349,110,0,1,349,1,2.66E-156,488
LJ00_RS03990,MSMEG_0808,Rv1660,pks10,0.679,349,111,0,14,361,4,7.01E-160,499
LJ00_RS17935,MSMEG_3648,Rv1826,gcvH,0.679,134,42,0,1,131,1,2.35E-59,196
LJ00_RS18965,MSMEG_3861,Rv2052c,NA,0.679,527,169,0,4,530,8,4.41E-240,740
LJ00_RS30750,MSMEG_6285,Rv3721c,dnaZX,0.679,664,185,0,1,664,1,5.31E-278,857
LJ00_RS26610,MSMEG_5445,Rv1003,NA,0.678,277,89,0,1,277,1,3.33E-118,374
LJ00_RS15530,MSMEG_3158,Rv1492,mutA,0.678,625,198,0,1,625,1,2.89E-265,818
LJ00_RS18480,MSMEG_3762,Rv1687c,NA,0.678,249,79,0,1,249,1,2.36E-110,350
LJ00_RS09330,MSMEG_1890,Rv3227,aroA,0.678,427,136,0,13,439,4,2.25E-186,580
LJ00_RS03325,MSMEG_0675,Rv1777,cyp144,0.677,391,126,0,12,402,41,7.90E-180,559
LJ00_RS01730,MSMEG_0348,Rv1968,mce3C,0.677,403,130,0,1,403,1,1.06E-183,572
LJ00_RS19015,MSMEG_3871,Rv2064,cobG,0.677,366,116,0,1,366,1,4.11E-153,480
LJ00_RS13615,MSMEG_2773,Rv2689c,NA,0.677,394,127,0,4,397,11,6.07E-179,556
LJ00_RS04905,MSMEG_0996,Rv0540,NA,0.676,213,68,0,2,214,4,9.99E-85,274
LJ00_RS28575,MSMEG_5842,Rv0779c,NA,0.676,204,66,0,1,204,1,4.02E-90,289
LJ00_RS27715,MSMEG_5667,Rv0897c,NA,0.676,518,165,0,6,516,8,2.94E-230,711
LJ00_RS15850,MSMEG_3223,Rv1615,NA,0.676,129,41,0,1,129,20,1.57E-54,182
LJ00_RS18465,MSMEG_3759,Rv1688,mpg,0.676,207,65,0,1,207,1,1.98E-89,287
LJ00_RS23030,MSMEG_4714,Rv2499c,NA,0.676,173,53,0,3,166,12,8.29E-71,231
LJ00_RS13680,MSMEG_2786,Rv2672,NA,0.676,513,166,0,14,526,17,4.81E-237,731
LJ00_RS13640,MSMEG_2778,Rv2681,NA,0.676,408,129,0,13,412,17,3.25E-186,578
LJ00_RS30940,MSMEG_6322,Rv3734c,tgs2,0.676,453,146,0,1,453,1,7.50E-205,634
LJ00_RS00020,MSMEG_0004,Rv0004,NA,0.675,180,57,0,20,194,8,1.84E-75,246
LJ00_RS03020,MSMEG_0613,Rv0276,NA,0.675,302,97,0,1,299,5,5.29E-132,415
LJ00_RS01225,MSMEG_0245,Rv0401,NA,0.675,114,36,0,1,113,1,1.86E-49,167
LJ00_RS24000,MSMEG_4912,Rv1329c,dinG,0.675,671,211,0,12,682,9,4.12E-290,893
LJ00_RS20480,MSMEG_4179,Rv2120c,NA,0.675,160,52,0,1,160,1,7.62E-69,225
LJ00_RS20680,MSMEG_4219,Rv2147c,NA,0.675,218,69,0,1,214,24,5.51E-90,289
LJ00_RS22975,MSMEG_4703,Rv2482c,plsB2,0.675,787,254,0,1,783,1,0,1068
LJ00_RS31175,MSMEG_6372,Rv3789,NA,0.675,120,38,0,17,135,2,6.83E-50,169
LJ00_RS01795,MSMEG_0361,Rv0237,lpqI,0.675,383,124,0,1,383,1,2.29E-158,496
LJ00_RS14840,MSMEG_3017,Rv2567,NA,0.674,878,286,0,27,904,6,0,1187
LJ00_RS08070,MSMEG_1635,Rv3368c,NA,0.674,214,69,0,1,213,1,3.31E-95,304
LJ00_RS30995,MSMEG_6333,Rv3758c,proV,0.674,359,116,0,1,357,1,7.01E-154,482
LJ00_RS11095,MSMEG_2256,Rv1360,NA,0.673,334,109,0,9,342,7,7.05E-154,481
LJ00_RS22020,MSMEG_4502,Rv2372c,NA,0.673,248,80,0,1,245,1,6.36E-104,331
LJ00_RS07740,MSMEG_1567,Rv3438,NA,0.673,282,91,0,1,282,1,3.46E-120,380
LJ00_RS33890,MSMEG_6929,Rv3910,NA,0.673,1199,385,0,18,1216,6,0,1568
LJ00_RS04125,MSMEG_0835,Rv0432,sodC,0.672,229,72,0,8,236,20,7.05E-98,313
LJ00_RS25705,MSMEG_5257,Rv1085c,NA,0.672,241,78,0,18,256,2,1.16E-110,351
LJ00_RS21125,MSMEG_4310,Rv2236c,cobD,0.672,296,96,0,6,298,10,1.60E-128,406
LJ00_RS04995,MSMEG_1015,Rv3055,NA,0.672,183,59,0,19,200,21,9.37E-78,253
LJ00_RS11275,MSMEG_1015,Rv3055,NA,0.672,183,59,0,19,200,21,9.37E-78,253
LJ00_RS04995,MSMEG_2295,Rv3055,NA,0.672,183,59,0,19,200,21,9.37E-78,253
LJ00_RS11275,MSMEG_2295,Rv3055,NA,0.672,183,59,0,19,200,21,9.37E-78,253
LJ00_RS07775,MSMEG_1575,Rv3423c,alr,0.672,385,125,0,3,385,21,1.92E-170,531
LJ00_RS14420,MSMEG_2933,Rv2612c,pgsA1,0.672,217,71,0,1,216,1,5.45E-94,301
LJ00_RS28865,MSMEG_5900,Rv3499c,mce4A,0.672,400,131,0,1,400,1,2.61E-181,563
LJ00_RS07795,MSMEG_1579,Rv3420c,rimI,0.671,140,46,0,12,151,13,1.24E-62,207
LJ00_RS01095,MSMEG_0220,Rv0183,NA,0.67,279,92,0,2,280,1,8.67E-126,396
LJ00_RS23985,MSMEG_4909,Rv1332,NA,0.67,194,63,0,1,191,23,1.33E-86,278
LJ00_RS13570,MSMEG_2764,Rv2698,NA,0.67,161,52,0,1,159,1,1.21E-71,233
LJ00_RS11855,MSMEG_2413,Rv2966c,NA,0.67,182,60,0,1,182,1,2.37E-76,248
LJ00_RS13655,MSMEG_2781,Rv2677c,hemY,0.67,448,146,0,1,448,1,3.84E-194,603
LJ00_RS31295,MSMEG_6396,Rv3803c,fbpD,0.67,300,98,0,1,300,1,1.74E-136,428
LJ00_RS04250,MSMEG_0861,Rv0437c,psd,0.669,230,75,0,1,230,1,1.84E-102,326
LJ00_RS01710,MSMEG_0344,Rv1964,yrbE3A,0.669,236,78,0,1,236,29,2.10E-103,329
LJ00_RS20660,MSMEG_4215,Rv2143,NA,0.669,218,71,0,6,221,131,9.87E-89,286
LJ00_RS14825,MSMEG_3014,Rv2570,NA,0.669,127,41,0,1,124,1,7.48E-53,177
LJ00_RS00335,MSMEG_0068,Rv3877,eccD1,0.669,506,167,0,3,508,5,2.36E-228,705
LJ00_RS06555,MSMEG_1328,Rv0631c,recC,0.668,1097,360,0,1,1084,1,0,1468
LJ00_RS27575,MSMEG_5638,Rv0906,NA,0.668,372,123,0,1,371,1,3.57E-172,535
LJ00_RS25470,MSMEG_5209,Rv1123c,bpoB,0.668,287,95,0,1,287,15,4.07E-129,406
LJ00_RS18580,MSMEG_3783,Rv2789c,fadE21,0.668,409,133,0,1,409,1,8.23E-173,539
LJ00_RS12375,MSMEG_2518,Rv2891,NA,0.668,157,51,0,7,161,23,1.40E-65,216
LJ00_RS30045,MSMEG_6139,Rv2912c,NA,0.668,196,63,0,1,196,1,2.93E-80,260
LJ00_RS11780,MSMEG_2398,Rv2977c,thiL,0.668,314,103,0,23,336,12,3.67E-137,432
LJ00_RS11740,MSMEG_2390,Rv2985,mutT1,0.668,293,96,0,24,316,17,9.40E-128,404
LJ00_RS05170,MSMEG_1048,Rv3039c,echA17,0.668,217,72,0,1,217,1,2.37E-92,297
LJ00_RS11435,MSMEG_1048,Rv3039c,echA17,0.668,217,72,0,1,217,1,2.37E-92,297
LJ00_RS11435,MSMEG_2328,Rv3039c,echA17,0.668,217,72,0,1,217,1,2.37E-92,297
LJ00_RS05170,MSMEG_2328,Rv3039c,echA17,0.668,217,72,0,1,217,1,2.37E-92,297
LJ00_RS00410,MSMEG_0082,Rv3882c,eccE1,0.668,455,151,0,8,462,6,3.09E-211,653
LJ00_RS33040,MSMEG_6752,Rv0062,celA1,0.668,320,103,0,1,311,61,1.80E-141,443
LJ00_RS19740,MSMEG_4023,Rv0794c,NA,0.668,489,162,0,3,490,5,9.34E-223,688
LJ00_RS03545,MSMEG_0719,Rv0385,NA,0.667,389,129,0,1,387,1,6.08E-175,544
LJ00_RS05995,MSMEG_1213,Rv0568,cyp135B1,0.667,459,150,0,1,451,1,2.59E-200,621
LJ00_RS01520,MSMEG_0305,Rv1428c,NA,0.667,265,88,0,5,269,12,3.43E-122,385
LJ00_RS21050,MSMEG_4296,Rv2224c,caeA,0.667,502,165,0,9,504,19,4.42E-236,727
LJ00_RS06970,MSMEG_1412,Rv2320c,rocE,0.667,473,157,0,4,476,2,3.17E-211,655
LJ00_RS11825,MSMEG_2407,Rv2971,NA,0.667,283,94,0,1,283,1,1.09E-124,393
LJ00_RS28900,MSMEG_5908,Rv3506,fadD17,0.667,498,165,0,9,506,7,1.05E-221,686
LJ00_RS04760,MSMEG_0967,Rv0523c,NA,0.666,129,41,0,1,125,1,1.51E-53,179
LJ00_RS06720,MSMEG_1361,Rv0648,NA,0.666,1214,401,0,179,1379,1,0,1655
LJ00_RS06880,MSMEG_1394,Rv0680c,NA,0.666,105,35,0,1,105,19,1.37E-45,155
LJ00_RS28450,MSMEG_5817,Rv0807,NA,0.666,126,41,0,1,124,1,9.99E-51,171
LJ00_RS27900,MSMEG_5705,Rv0862c,NA,0.666,753,249,0,1,748,1,0,1009
LJ00_RS18105,MSMEG_3683,Rv1780,NA,0.666,186,62,0,1,186,1,9.20E-80,258
LJ00_RS20560,MSMEG_4195,Rv2137c,NA,0.666,102,33,0,1,100,36,1.54E-41,143
LJ00_RS30265,MSMEG_6186,Rv3673c,NA,0.666,203,67,0,5,207,20,1.21E-81,265
LJ00_RS17350,MSMEG_3527,Rv0586,mce2R,0.665,233,78,0,1,233,1,6.55E-92,296
LJ00_RS20725,MSMEG_4229,Rv2155c,murD,0.665,485,162,0,8,492,2,8.38E-205,636
LJ00_RS20965,MSMEG_4279,Rv2212,NA,0.665,356,119,0,2,357,5,6.15E-153,479
LJ00_RS11805,MSMEG_2403,Rv2973c,recG,0.665,752,247,0,1,752,1,5.24E-304,989
LJ00_RS07460,MSMEG_1510,Rv3465,rmlC,0.665,200,65,0,1,196,1,7.47E-89,285
LJ00_RS00690,MSMEG_0138,Rv0593,lprL,0.664,384,128,0,1,381,19,5.59E-163,509
LJ00_RS07335,MSMEG_1486,Rv0735,sigL,0.664,176,56,0,5,180,11,3.82E-69,227
LJ00_RS28690,MSMEG_5865,Rv0762c,NA,0.664,176,59,0,4,179,6,3.98E-85,273
LJ00_RS25285,MSMEG_5172,Rv1154c,NA,0.664,176,57,0,1,171,38,1.04E-70,231
LJ00_RS24715,MSMEG_5056,Rv1239c,corA,0.664,346,116,0,11,355,21,4.33E-153,479
LJ00_RS17795,MSMEG_3620,Rv1855c,NA,0.664,307,102,0,1,307,1,5.76E-136,427
LJ00_RS31840,MSMEG_6506,Rv2043c,pncA,0.664,182,61,0,1,182,1,3.45E-80,259
LJ00_RS13375,MSMEG_2724,Rv2736c,recX,0.664,162,54,0,27,188,13,2.12E-62,208
LJ00_RS13095,MSMEG_2665,Rv2772c,NA,0.664,149,49,0,6,154,4,5.33E-62,205
LJ00_RS03870,MSMEG_0784,Rv0409,ackA,0.663,377,126,0,2,376,4,4.49E-163,509
LJ00_RS25075,MSMEG_5129,Rv1170,mshB,0.663,294,95,0,5,287,3,4.65E-129,406
LJ00_RS15240,MSMEG_3099,Rv1445c,devB,0.663,241,80,0,6,244,5,2.87E-103,329
LJ00_RS22680,MSMEG_4640,Rv1884c,rpfC,0.663,102,33,0,4,105,58,4.60E-39,138
LJ00_RS13735,MSMEG_2797,Rv2282c,NA,0.663,309,103,0,1,308,1,7.27E-125,395
LJ00_RS12390,MSMEG_2521,Rv2888c,amiC,0.663,463,156,0,2,464,4,1.24E-196,612
LJ00_RS11750,MSMEG_2392,Rv2983,NA,0.663,214,71,0,8,221,3,2.65E-84,273
LJ00_RS08090,MSMEG_1639,Rv3363c,NA,0.663,116,38,0,8,121,7,5.88E-45,154
LJ00_RS33880,MSMEG_6927,Rv3908,mutT4,0.663,297,83,0,1,297,1,9.19E-116,368
LJ00_RS04335,MSMEG_0878,Rv0067c,NA,0.662,178,60,0,1,178,8,1.47E-74,243
LJ00_RS31700,MSMEG_6478,Rv0136,cyp138,0.662,427,144,0,16,441,15,1.45E-193,601
LJ00_RS04585,MSMEG_0929,Rv0483,lprQ,0.662,425,143,0,1,425,27,3.24E-194,602
LJ00_RS18150,MSMEG_3692,Rv0620,galK,0.662,358,120,0,4,359,2,7.68E-150,470
LJ00_RS06855,MSMEG_1389,Rv0674,NA,0.662,237,80,0,1,237,4,2.10E-103,329
LJ00_RS24590,MSMEG_5031,Rv1259,udgB,0.662,270,90,0,14,283,29,2.13E-120,381
LJ00_RS15470,MSMEG_3146,Rv1478,NA,0.662,223,73,0,12,228,18,2.79E-96,308
LJ00_RS01740,MSMEG_0350,Rv1970,lprM,0.662,363,121,0,4,361,14,7.01E-160,499
LJ00_RS20705,MSMEG_4225,Rv2151c,ftsQ,0.662,299,99,0,40,333,16,2.15E-123,392
LJ00_RS28955,MSMEG_5919,Rv3519,NA,0.662,237,79,0,1,237,3,1.19E-101,324
LJ00_RS31325,MSMEG_6402,Rv3807c,NA,0.662,157,53,0,12,168,1,4.61E-67,221
LJ00_RS26745,MSMEG_5473,Rv0522,gabP,0.662,432,145,0,18,449,1,1.36E-179,569
LJ00_RS33860,MSMEG_6922,Rv0037c,NA,0.661,419,141,0,4,422,16,8.94E-181,563
LJ00_RS00470,MSMEG_0095,Rv0146,NA,0.661,310,104,0,4,311,1,2.62E-128,405
LJ00_RS03035,MSMEG_0616,Rv0283,eccB3,0.661,517,171,0,9,513,13,2.78E-221,685
LJ00_RS03425,MSMEG_0695,Rv0342,iniA,0.661,628,206,0,1,628,24,4.95E-270,832
LJ00_RS23930,MSMEG_4898,Rv1343c,lprD,0.661,124,41,0,1,124,1,3.38E-52,175
LJ00_RS18395,MSMEG_3745,Rv1700,NA,0.661,204,68,0,1,203,1,9.37E-89,285
LJ00_RS14565,MSMEG_2962,Rv2586c,secF,0.661,437,142,0,3,422,5,6.88E-181,563
LJ00_RS14435,MSMEG_2936,Rv2609c,NA,0.661,345,113,0,4,338,3,1.05E-140,443
LJ00_RS08100,MSMEG_1641,Rv3361c,NA,0.661,180,61,0,12,191,4,9.14E-82,264
LJ00_RS30700,MSMEG_6275,Rv3711c,dnaQ,0.661,325,110,0,13,337,5,1.97E-144,453
LJ00_RS01580,MSMEG_0317,Rv0227c,NA,0.66,387,131,0,7,393,2,2.86E-170,531
LJ00_RS04440,MSMEG_0899,Rv0457c,NA,0.66,663,224,0,5,665,11,3.64E-304,956
LJ00_RS04560,MSMEG_0924,Rv0480c,NA,0.66,268,88,0,1,259,1,5.96E-114,361
LJ00_RS00685,MSMEG_0137,Rv0592,mce2D,0.66,512,172,0,1,512,1,8.37E-232,717
LJ00_RS10100,MSMEG_2050,Rv3158,nuoN,0.66,525,175,0,4,520,6,2.91E-222,688
LJ00_RS30240,MSMEG_6180,Rv3668c,NA,0.66,233,78,0,5,237,1,5.86E-101,322
LJ00_RS02985,MSMEG_0606,Rv0273c,NA,0.659,197,66,0,10,204,5,1.56E-84,273
LJ00_RS25815,MSMEG_5280,Rv1065,NA,0.659,182,58,0,12,182,5,9.73E-77,249
LJ00_RS33920,MSMEG_6936,Rv3916c,NA,0.659,247,81,0,1,247,1,4.81E-109,346
LJ00_RS06550,MSMEG_1327,Rv0630c,recB,0.658,1088,369,0,1,1079,1,0,1385
LJ00_RS12840,MSMEG_2612,Rv2854,NA,0.658,334,112,0,8,336,4,3.98E-148,464
LJ00_RS10145,MSMEG_2059,Rv3149,nuoE,0.658,240,80,0,4,238,9,7.30E-102,325
LJ00_RS09245,MSMEG_1873,Rv3247c,tmk,0.658,208,71,0,1,208,1,1.96E-82,267
LJ00_RS30565,MSMEG_6246,Rv3700c,egtE,0.658,366,124,0,3,367,14,5.13E-159,497
LJ00_RS05240,MSMEG_1062,Rv0542c,menE,0.657,358,122,0,8,364,1,1.86E-149,469
LJ00_RS25290,MSMEG_5173,Rv1153c,omt,0.657,277,94,0,1,277,1,3.99E-116,368
LJ00_RS17555,MSMEG_3569,Rv1874,NA,0.657,222,75,0,14,235,8,5.75E-88,285
LJ00_RS21910,MSMEG_4479,Rv2342,NA,0.657,73,25,0,1,73,1,3.36E-28,104
LJ00_RS11800,MSMEG_2402,Rv2974c,NA,0.657,478,161,0,77,554,1,3.08E-191,600
LJ00_RS30255,MSMEG_6183,Rv3671c,NA,0.657,397,135,0,1,395,1,2.86E-169,528
LJ00_RS31520,MSMEG_6440,Rv3854c,ethA,0.657,487,167,0,1,487,1,8.96E-231,711
LJ00_RS00295,MSMEG_0060,Rv3869,eccB1,0.657,475,162,0,3,477,2,1.46E-218,675
LJ00_RS10955,MSMEG_2227,Rv0222,echA1,0.656,253,87,0,2,254,10,1.84E-104,333
LJ00_RS24195,MSMEG_4952,Rv1750c,fadD1,0.656,531,181,0,1,526,1,1.15E-229,710
LJ00_RS04540,MSMEG_0920,Rv0476,NA,0.655,87,29,0,11,94,1,3.10E-31,113
LJ00_RS20810,MSMEG_4246,Rv2180c,NA,0.655,272,93,0,8,279,10,4.23E-118,376
LJ00_RS14570,MSMEG_2963,Rv2585c,NA,0.655,542,186,0,15,555,16,1.20E-240,743
LJ00_RS28855,MSMEG_5898,Rv3497c,mce4C,0.655,351,121,0,2,352,7,2.04E-151,474
LJ00_RS20535,MSMEG_4190,Rv2131c,cysQ,0.654,252,86,0,4,252,14,3.26E-106,338
LJ00_RS21240,MSMEG_4335,Rv2252,NA,0.654,298,103,0,3,300,12,1.35E-130,411
LJ00_RS08890,MSMEG_1803,Rv3287c,rsbW,0.654,133,45,0,7,138,13,3.52E-50,170
LJ00_RS17425,MSMEG_3541,Rv2877c,NA,0.654,273,93,0,1,271,1,1.20E-112,359
LJ00_RS04720,MSMEG_0959,Rv0513,NA,0.653,153,51,0,15,162,10,1.96E-60,201
LJ00_RS24765,MSMEG_5066,Rv1231c,NA,0.653,182,62,0,1,182,1,7.70E-71,232
LJ00_RS24655,MSMEG_5044,Rv1251c,NA,0.653,1138,393,0,1,1138,1,0,1489
LJ00_RS28840,MSMEG_5895,Rv3494c,mce4F,0.653,563,195,0,1,563,1,1.66E-250,772
LJ00_RS04645,MSMEG_0942,Rv0499,NA,0.652,288,92,0,4,267,2,1.69E-122,386
LJ00_RS01125,MSMEG_0226,Rv0677c,mmpS5,0.652,139,48,0,4,142,5,2.60E-55,185
LJ00_RS27880,MSMEG_5701,Rv0866,moaE2,0.652,138,48,0,4,141,3,3.56E-60,199
LJ00_RS24580,MSMEG_5030,Rv1261c,NA,0.652,144,49,0,5,148,6,3.66E-64,211
LJ00_RS17520,MSMEG_3561,Rv1878,glnA3,0.652,446,155,0,11,456,5,3.37E-197,612
LJ00_RS17290,MSMEG_3515,Rv2002,fabG3,0.652,242,84,0,2,243,3,8.76E-100,319
LJ00_RS12370,MSMEG_2516,Rv2893,NA,0.652,311,107,0,1,309,13,2.87E-126,399
LJ00_RS11245,MSMEG_2289,Rv3059,cyp136,0.652,489,170,0,4,492,3,1.07E-229,708
LJ00_RS11245,MSMEG_1009,Rv3059,cyp136,0.652,489,170,0,4,492,3,1.07E-229,708
LJ00_RS04965,MSMEG_1009,Rv3059,cyp136,0.652,489,170,0,4,492,3,1.07E-229,708
LJ00_RS04965,MSMEG_2289,Rv3059,cyp136,0.652,489,170,0,4,492,3,1.07E-229,708
LJ00_RS22125,MSMEG_4524,Rv2386c,mbtI,0.652,449,156,0,1,449,1,2.35E-189,589
LJ00_RS01395,MSMEG_0280,Rv0217c,lipW,0.651,290,101,0,10,298,7,2.64E-122,387
LJ00_RS26400,MSMEG_5403,Rv1469,ctpD,0.651,647,223,0,1,639,3,1.14E-259,803
LJ00_RS15505,MSMEG_3153,Rv1486c,NA,0.651,289,99,0,1,289,1,1.72E-114,364
LJ00_RS21230,MSMEG_4333,Rv2250c,NA,0.651,192,65,0,1,192,1,1.20E-71,235
LJ00_RS23040,MSMEG_4716,Rv2501c,accA1,0.651,653,227,0,6,658,2,6.12E-268,828
LJ00_RS12495,MSMEG_2543,Rv2881c,cdsA,0.651,284,96,0,16,291,22,1.77E-123,390
LJ00_RS10030,MSMEG_2035,Rv3170,aofH,0.651,445,155,0,4,448,5,3.22E-197,612
LJ00_RS01070,MSMEG_0215,Rv0181c,NA,0.65,241,83,0,1,238,1,6.42E-100,319
LJ00_RS18115,MSMEG_3685,Rv0313,NA,0.65,123,42,0,1,123,1,9.83E-50,169
LJ00_RS08315,MSMEG_1684,Rv3311,NA,0.65,431,147,0,1,431,1,2.71E-187,582
LJ00_RS33800,MSMEG_6906,Rv0045c,NA,0.649,294,103,0,7,300,2,2.10E-127,402
LJ00_RS31880,MSMEG_6514,Rv0127,mak,0.649,440,152,0,5,439,13,1.02E-185,578
LJ00_RS01115,MSMEG_0224,Rv0187,NA,0.649,214,74,0,4,217,9,1.38E-81,265
LJ00_RS03980,MSMEG_0806,Rv0418,lpqL,0.649,496,173,0,3,498,6,2.51E-204,635
LJ00_RS28760,MSMEG_5879,Rv0838,lpqR,0.649,208,66,0,29,217,48,1.26E-82,268
LJ00_RS14555,MSMEG_2960,Rv2588c,yajC,0.649,97,32,0,4,100,5,5.60E-39,136
LJ00_RS25600,MSMEG_5237,Rv1101c,NA,0.648,373,129,0,1,373,1,6.04E-160,501
LJ00_RS24060,MSMEG_4924,Rv1318c,NA,0.648,535,188,0,1,535,1,8.37E-226,699
LJ00_RS12325,MSMEG_2508,Rv2898c,NA,0.648,125,43,0,1,122,4,6.85E-52,174
LJ00_RS08000,MSMEG_1620,Rv3395c,NA,0.648,225,71,0,1,225,1,7.02E-80,261
LJ00_RS31705,MSMEG_6480,Rv0135c,NA,0.647,196,68,0,8,200,2,4.08E-74,243
LJ00_RS03995,MSMEG_0809,Rv1139c,NA,0.647,159,55,0,7,163,5,2.04E-61,204
LJ00_RS20780,MSMEG_4240,Rv2173,idsA2,0.647,352,124,0,11,362,1,2.20E-137,434
LJ00_RS29910,MSMEG_6113,Rv3627c,NA,0.647,459,161,0,1,458,1,2.53E-184,575
LJ00_RS33735,MSMEG_6892,Rv0058,dnaB,0.646,1027,309,0,1,1027,1,0,1292
LJ00_RS03355,MSMEG_0681,Rv1880c,cyp140,0.646,436,154,0,1,436,1,5.27E-192,596
LJ00_RS13585,MSMEG_2767,Rv2695,NA,0.646,232,82,0,1,232,1,7.09E-96,307
LJ00_RS13535,MSMEG_2757,Rv2705c,NA,0.646,113,39,0,7,119,6,1.19E-45,156
LJ00_RS29850,MSMEG_6101,Rv3606c,folK,0.646,167,57,0,1,162,1,2.08E-66,219
LJ00_RS31355,MSMEG_6408,Rv3815c,NA,0.646,249,88,0,2,250,3,4.28E-103,329
LJ00_RS31400,MSMEG_6416,Rv3837c,NA,0.646,232,80,0,1,228,1,2.67E-96,308
LJ00_RS06675,MSMEG_1352,Rv0646c,lipG,0.645,305,107,0,1,305,1,9.05E-129,406
LJ00_RS25840,MSMEG_5285,Rv1062,NA,0.645,285,100,0,1,285,1,3.05E-116,369
LJ00_RS25120,MSMEG_5138,Rv1163,narJ,0.645,200,70,0,14,210,1,1.27E-79,259
LJ00_RS23895,MSMEG_4890,Rv2429,ahpD,0.645,175,62,0,1,175,1,2.76E-71,233
LJ00_RS14890,MSMEG_3027,Rv2553c,NA,0.645,409,144,0,9,414,9,8.98E-174,542
LJ00_RS13125,MSMEG_2671,Rv2763c,dfrA,0.645,155,54,0,3,154,4,3.82E-65,214
LJ00_RS30585,MSMEG_6250,Rv3704c,gshA,0.645,423,149,0,2,421,8,3.24E-181,564
LJ00_RS01160,MSMEG_0233,Rv0192,NA,0.644,311,105,0,35,345,70,4.15E-131,415
LJ00_RS02150,MSMEG_0436,Rv0264c,NA,0.644,211,74,0,8,218,1,2.54E-84,273
LJ00_RS04535,MSMEG_0919,Rv0475,hbhA,0.644,224,68,0,9,232,7,1.64E-77,254
LJ00_RS04675,MSMEG_0948,Rv0504c,NA,0.644,166,57,0,4,169,7,4.03E-67,221
LJ00_RS18740,MSMEG_3815,Rv1634,NA,0.644,462,163,0,1,459,1,8.41E-189,588
LJ00_RS06470,MSMEG_1311,Rv2395,NA,0.644,654,232,0,10,662,4,6.86E-274,845
LJ00_RS12990,MSMEG_2644,Rv2800,NA,0.644,547,192,0,2,548,11,9.13E-236,729
LJ00_RS11460,MSMEG_1053,Rv3035,NA,0.644,360,127,0,69,426,1,6.85E-156,491
LJ00_RS05200,MSMEG_2333,Rv3035,NA,0.644,360,127,0,69,426,1,6.85E-156,491
LJ00_RS05200,MSMEG_1053,Rv3035,NA,0.644,360,127,0,69,426,1,6.85E-156,491
LJ00_RS11460,MSMEG_2333,Rv3035,NA,0.644,360,127,0,69,426,1,6.85E-156,491
LJ00_RS33885,MSMEG_6928,Rv3909,NA,0.644,775,274,0,13,783,11,2.59E-304,970
LJ00_RS00685,MSMEG_0137,Rv0172,mce1D,0.643,547,188,0,1,547,1,8.37E-232,717
LJ00_RS15045,MSMEG_3059,Rv1400c,lipI,0.643,314,111,0,2,314,6,2.16E-141,443
LJ00_RS20950,MSMEG_4277,Rv2208,cobS,0.643,244,85,0,1,239,1,8.81E-98,313
LJ00_RS21015,MSMEG_4288,Rv2219A,NA,0.643,132,47,0,34,165,9,2.16E-51,175
